,creator_name,creator_id,backers_count,blurb,is_starred,category.id,category.name,category.parent_id,category.slug,country,currency,goal,spotlight,staff_pick,state,usd_pledged,usd_type,state_num,launched_at_hr,launched_at_day_in_week,launched_at_day_in_month,launched_at_mo,launched_at_yr,deadline_hr,deadline_day_in_week,deadline_day_in_month,deadline_mo,deadline_yr,created_at_hr,created_at_day_in_week,created_at_day_in_month,created_at_mo,created_at_yr,count,success,launched-created,deadline-launched,pledge_perc
101,Morgen Mosley,975430957,4,"A ""treasure trove"" of unique upcycled, repurposed, and handmade items from furniture to wreathes to jewelry and more.",False,345,DIY,26.0,crafts,US,USD,2500.0,False,False,failed,161.0,international,0,1,5,9,1,2015,3,6,28,2,2015,20,7,4,1,2015,1,False,4,50,6.4399999999999995
102,Blue Deer Design,171853822,22,Were creating A2 posters full of cartoon vectored people. We want to invite you to be a cartoon on the poster. It is going to be huge!,False,27,Graphic Design,7.0,design,GB,GBP,500.0,True,False,successful,691.84706668,domestic,1,9,1,19,12,2016,9,3,18,1,2017,10,4,15,12,2016,1,True,3,30,138.369413336
103,Andrew Purchin,17146650,82,1000 Artists is a public art-making installation on the Washington Mall which will occur on January 21 and 22nd 2013.,False,53,Public Art,1.0,art,US,USD,4500.0,True,False,successful,4586.0,international,1,2,4,29,3,2012,2,2,8,5,2012,6,1,5,3,2012,1,True,23,40,101.91111111111111
104,Flesk Publications,481703930,519,Mark Schultz's Storms at Sea and Carbon 2 books in premium signed deluxe formats!,False,45,Art Books,18.0,publishing,US,USD,15000.0,True,True,successful,55974.0,domestic,1,17,2,10,5,2016,5,6,11,6,2016,2,3,27,4,2016,1,True,13,31,373.15999999999997
105,Peter Pizzati,1982827259,1,Turning to the internet to Reboot my love and passion of cooking and teaching others to cook. That I can no longer do in the real world,False,239,Radio & Podcasts,18.0,publishing,CA,CAD,4000.0,False,False,failed,0.80197607,international,0,7,6,14,10,2017,8,2,28,11,2017,8,5,13,10,2017,1,False,0,45,0.02004940175
106,Pi 2 Design,1815752970,749,"Bring that ""Sweet Tube Sound"" to the Raspberry Pi!",False,337,Gadgets,16.0,technology,US,USD,20000.0,True,True,successful,103748.0,domestic,1,22,1,2,5,2016,22,1,6,6,2016,16,5,29,4,2016,1,True,3,35,518.74
107,Gert Paenen,286464926,8,A set of 15 postcards featuring 14 colorful fish and one big whale,False,27,Graphic Design,7.0,design,FR,EUR,1100.0,False,False,failed,277.78279656,domestic,0,11,4,31,3,2016,11,6,30,4,2016,18,1,7,3,2016,1,False,23,30,25.252981505454546
108,Dan Ginsberg,1263829810,0,"The Pregnant Husband is a one-of-a-kind, humorous, illustrated look at what the husband should know and expect while he's expecting.",False,45,Art Books,18.0,publishing,US,USD,4700.0,False,False,failed,0.0,domestic,0,20,5,7,8,2015,19,2,15,9,2015,16,2,28,7,2015,1,False,10,38,0.0
109,Kirk Ranger,1199786901,1,"Hot Wire Radio! ""Your 24hr Urban Music Station"" Playing Live DJ's Across the World!",False,239,Radio & Podcasts,18.0,publishing,CA,CAD,5000.0,False,False,failed,5.4282972,international,0,20,3,17,9,2014,20,5,17,10,2014,19,3,2,10,2013,1,False,350,30,0.10856594400000001
110,Patrick Burns,1737118049,127,Palace is about serving our community a great coffee experience. We are excited to continue this experience with a roasting program.,False,307,Drinks,10.0,food,US,USD,20000.0,True,False,successful,21594.0,international,1,15,3,5,4,2017,15,5,5,5,2017,16,2,14,3,2017,1,True,21,30,107.97000000000001
111,Mike Wofsey,1070452795,43,"For graphic designers everywhere outside of North America, Galaxy Gauge brings you a special, limited-run METRIC gauge and color set.",False,337,Gadgets,16.0,technology,US,USD,380.0,True,False,successful,1413.0,domestic,1,18,7,1,2,2015,18,7,1,3,2015,9,7,1,2,2015,1,True,0,28,371.84210526315786
112,"RealBotics, Inc.",330577960,22,Share and control robots and devices designed by makers/inventors on a free/open Internet of Things platform. No special hardware req'd,False,338,Robots,16.0,technology,US,USD,15000.0,False,False,failed,2996.0,domestic,0,2,7,19,10,2014,8,7,30,11,2014,4,1,28,7,2014,1,False,82,42,19.973333333333336
113,Kevin Baxter and Ryan Avery,1151788909,213,"SoftPanels LED lights with Autocolor for Cine/Video/Photo Lighting. Made by experts, with a LED COLOR METER built into every light!",False,333,Camera Equipment,16.0,technology,US,USD,30000.0,True,False,successful,394930.0,international,1,21,5,8,4,2016,21,7,8,5,2016,20,4,24,3,2016,1,True,15,30,1316.4333333333334
114,Branden Skinner,608592599,3,A creative design company that represents the art of life and its many life styles and culture around the world.,False,27,Graphic Design,7.0,design,US,USD,2200.0,False,False,failed,21.0,domestic,0,13,5,1,4,2016,13,7,1,5,2016,19,7,21,2,2016,1,False,39,30,0.9545454545454546
115,MCM: Josela & Francisco,220870233,14,1:12 Project creates worlds in miniature by handcrafting the dwellings of different times and places with traditional techniques.,False,345,DIY,26.0,crafts,ES,EUR,12300.0,False,False,failed,692.3072112000001,international,0,15,3,4,1,2017,15,5,3,2,2017,15,6,31,12,2016,1,False,4,30,5.628513912195123
116,Edward Siedle,1525282896,349,Former SEC attorney and Forbes contributor Edward Siedle will conduct a follow-up forensic investigation of Rhode Island State Pension,False,359,Print,13.0,journalism,US,USD,20000.0,True,True,successful,20464.0,international,1,22,1,30,3,2015,22,3,29,4,2015,19,4,20,11,2014,1,True,130,29,102.32000000000001
118,Talk'n Shoot - Team,832662290,56,"With the Talk'n Shoot , you may voice control your action-cam, and keep your Hands free.\r
Talk to your caméra, it replies instantly.",False,333,Camera Equipment,16.0,technology,FR,EUR,50000.0,False,False,failed,2941.22719584,international,0,10,3,11,4,2018,10,1,14,5,2018,18,3,7,12,2016,1,False,489,33,5.8824543916800005
119,Elements Collective,913983372,19,"The IBB Bootcamp is a 3 day educational hip-hop dance camp full of workshops, seminars & events featuring world renown guest teachers.",False,257,Workshops,6.0,dance,AU,AUD,25000.0,False,False,failed,889.0954011647999,international,0,5,3,9,5,2018,5,7,8,7,2018,4,7,6,5,2018,1,False,3,60,3.5563816046592
120,Matthew Atanian,505914011,2,"Buy me a toy, and I'll review it on my website.",False,361,Web,13.0,journalism,US,USD,42.0,False,False,failed,6.0,international,0,3,4,10,7,2014,3,4,21,8,2014,4,7,1,7,2012,1,False,738,42,14.285714285714285
121,Ben Scott,1363500568,37,A geometric 2014 FIFA World Cup bracket for soccer fans & lovers of clean design. $25 pledge gets a print shipped anywhere in the US!,False,27,Graphic Design,7.0,design,US,USD,1000.0,True,True,successful,1011.0,domestic,1,21,1,23,6,2014,21,1,21,7,2014,21,2,17,6,2014,1,True,5,28,101.1
122,Inocente Filmmaking Team,1131717127,294,The inspiring story of a 15-year-old homeless and undocumented girl in CA who refuses to give up her dream of being an artist,False,30,Documentary,11.0,film & video,US,USD,50000.0,True,True,successful,52527.0,international,1,17,4,21,6,2012,17,6,21,7,2012,22,3,23,5,2012,1,True,28,30,105.054
123,Victor Ostrovsky,1724449583,17,"An art book by an ex Mossad (Israel’s CIA) spy, a feast for the eyes and a journey into the darkest corners of the spy world. Join us.",False,45,Art Books,18.0,publishing,US,USD,16000.0,False,False,failed,3328.0,domestic,0,1,5,14,12,2012,1,1,28,1,2013,15,2,25,9,2012,1,False,79,45,20.8
124,Dana Davis,1761767465,3,Screen printing at a reasonable price along with crafting supplies on hand for fellow crafters in need of something in a pinch,False,345,DIY,26.0,crafts,US,USD,9000.0,False,False,failed,22.0,international,0,8,7,17,4,2016,8,2,17,5,2016,23,6,16,4,2016,1,False,0,30,0.24444444444444444
125,Jason Waggott,506244228,0,Chalk caters for all your laser cutting and engraving requirements. Its about showing your very own creative flare.,False,345,DIY,26.0,crafts,ES,EUR,5000.0,False,False,failed,0.0,international,0,21,6,16,4,2016,21,1,16,5,2016,15,3,13,4,2016,1,False,3,30,0.0
126,Susan Falkman,398365246,68,"Art becomes a catalyst for inspiration and healing in this proposed book; an aesthetically beautiful, evocative and tender experience.",False,45,Art Books,18.0,publishing,US,USD,11500.0,True,False,successful,11911.0,domestic,1,17,1,19,3,2012,17,4,3,5,2012,23,3,25,1,2012,1,True,53,45,103.57391304347827
127,TEGN,1133420078,1262,"366 days, 366 sketches telling 366 stories, some smaller, some greater. The first part finally published in a beautiful artbook.",False,45,Art Books,18.0,publishing,DE,EUR,10000.0,True,True,successful,84530.70676627,domestic,1,14,1,15,5,2017,14,7,9,7,2017,19,3,10,5,2017,1,True,4,55,845.3070676627
128,Creative Reaction Lab,1593636133,27,"Artwork for Equity is a poster and postcard campaign promoting inclusion, equity, liberation, and justice for all races.",False,27,Graphic Design,7.0,design,US,USD,1100.0,True,True,successful,1252.0,domestic,1,17,1,27,3,2017,17,3,26,4,2017,23,4,16,3,2017,1,True,10,30,113.81818181818181
129,Alaska Teen Media Institute,304648484,126,"Our public-affairs radio program ""In Other News"" seeks funds to stay on the air and host shows in front of a live studio audience.",False,357,Audio,13.0,journalism,US,USD,3000.0,True,True,successful,4250.0,international,1,2,5,25,7,2014,9,1,25,8,2014,24,1,7,7,2014,1,True,17,31,141.66666666666669
130,Jrodimus,932115035,3,"A comedy podcast involving rants, skits, social commentary and whatever random crap we come up with.",False,239,Radio & Podcasts,18.0,publishing,US,USD,1500.0,False,False,failed,70.0,international,0,6,3,30,10,2013,7,5,29,11,2013,9,1,8,7,2013,1,False,113,30,4.666666666666667
131,Amber Elias,1861542065,1,A food truck serving traditionally Colombian food around metro Atlanta!,False,311,Food Trucks,10.0,food,US,USD,53775.0,False,False,failed,27.0,domestic,0,19,4,13,7,2017,19,1,11,9,2017,3,5,7,7,2017,1,False,6,60,0.05020920502092051
132,Jenifer Garcia-Hidalgo (deleted),171711111,17,"High quality screen printed poster about Edgar Allan Poe poem, ""The raven"", (1845).",False,27,Graphic Design,7.0,design,GB,GBP,3000.0,False,False,failed,1003.992066,domestic,0,18,2,5,11,2013,18,4,5,12,2013,17,5,1,11,2013,1,False,4,30,33.4664022
133,Franz Amussen,682673164,1,I have almost completed a set of free audio lessons for the General Education Development  test now I need to  get it to the libraries,False,239,Radio & Podcasts,18.0,publishing,US,USD,22000.0,False,False,failed,5.0,international,0,24,3,12,3,2014,24,3,16,4,2014,19,4,6,3,2014,1,False,6,35,0.022727272727272728
134,AL CANNON,595284110,0,Funding find a chef to create recipe & teach how to make steak lasagna. Need experience hosting dinner an upcoming family event 2015.,False,312,Restaurants,10.0,food,US,USD,5000.0,False,False,failed,0.0,international,0,10,1,18,8,2014,10,5,17,10,2014,7,4,14,8,2014,1,False,4,60,0.0
135,"Engage Kingsport, INC.",1976554853,159,The Kingsport Carousel Project: The incredible (& unlikely) story of a volunteer-led community project. Visit www.EngageKingsport.com,False,53,Public Art,1.0,art,US,USD,25000.0,True,False,successful,27472.15,international,1,22,5,13,2,2015,4,4,26,3,2015,22,7,16,11,2014,1,True,89,40,109.8886
136,Dylan Watts,1657148227,0,"ReversePlasma is a community based website, we provide all the gaming news created by you!",False,361,Web,13.0,journalism,AU,AUD,1050.0,False,False,failed,0.0,international,0,5,5,15,8,2014,5,7,14,9,2014,1,5,25,7,2014,1,False,21,30,0.0
137,Atomic Pixies,2049260049,89,"A full color Tarot deck that pulls together the concepts of science and magic, with a dash of subculture and art nouveau influence.",False,22,Illustration,1.0,art,US,USD,3800.0,True,False,successful,4373.0,international,1,17,5,13,6,2014,17,7,13,7,2014,20,4,15,5,2014,1,True,28,30,115.07894736842105
138,Dean Wilson,1569352671,24,"Modern greek casual dining experience coming to Chester, Cheshire. Young restaurateur & team create food & drink cocktail specialities",False,312,Restaurants,10.0,food,GB,GBP,100000.0,False,False,failed,4338.08796925,international,0,17,4,28,4,2016,17,6,28,5,2016,14,4,28,4,2016,1,False,0,30,4.33808796925
140,Eric & Amy Kolden,523600424,13,Help us bring quality and innovative sushi and Japanese classics like ramen and kushi-yaki to Traverse City!,False,311,Food Trucks,10.0,food,US,USD,30000.0,False,False,failed,1505.0,domestic,0,17,4,12,2,2015,1,7,22,3,2015,2,1,28,7,2014,1,False,199,37,5.016666666666667
141,Oneadaptr,567444058,1140,"1/3 of Size of the original British plug, folding design protects pin from scratching other items, USB ports, power bank,",False,337,Gadgets,16.0,technology,GB,GBP,15000.0,True,False,successful,42675.36517115,domestic,1,10,3,18,11,2015,16,5,18,12,2015,4,4,15,10,2015,1,True,34,30,284.50243447433337
142,Nolan Nasser,1990080778,116,Nolan Nasser is collecting his latest Sci-Fi/Fantasy artwork as unique gaming accessories and fine art decor,False,22,Illustration,1.0,art,US,USD,2000.0,True,False,successful,5304.0,international,1,16,1,31,7,2017,16,5,25,8,2017,22,5,23,6,2017,1,True,37,25,265.2
143,Plateau print,243396133,36,"Glasshouse, a companion to the Proposition for an Infinite Garden",False,45,Art Books,18.0,publishing,GB,GBP,770.0,True,False,successful,1363.71804464,domestic,1,11,3,23,4,2014,24,6,10,5,2014,23,3,9,4,2014,1,True,13,17,177.10623956363636
144,Ryan Houser,1268546171,1,Out Of Mana? Come down and have a few drinks so your party doesn't die to the next raid boss! A rpg inspired bar and gaming lounge!,False,307,Drinks,10.0,food,US,USD,300000.0,False,False,failed,50.0,international,0,13,3,27,4,2016,13,7,26,6,2016,20,1,25,4,2016,1,False,1,60,0.016666666666666666
145,Todd Blatt,861203612,71,"Renaissance style fantasy maps of modern day cities. Laser engraved on leather, & painted on canvas by the sun using UV reactive dyes.",False,22,Illustration,1.0,art,US,USD,3000.0,True,True,successful,4595.0,international,1,14,1,17,8,2015,18,1,28,9,2015,3,6,20,4,2013,1,True,849,42,153.16666666666669
146,Cathy Wester,531682941,3,This is my first solo book.,False,45,Art Books,18.0,publishing,US,USD,1700.0,False,False,failed,60.0,domestic,0,3,5,29,4,2011,3,7,29,5,2011,2,6,12,3,2011,1,False,48,30,3.5294117647058822
147,Magick Touch,1207736542,8,Small business with Holistic & Natural Cosmetics/products in desperate need of space to continue providing customers with a 5* service,False,343,Candles,26.0,crafts,GB,GBP,1500.0,False,False,failed,368.60261802,international,0,23,2,2,1,2018,23,4,1,2,2018,21,2,2,1,2018,1,False,0,30,24.573507868000004
148,Sean Lynch,92993956,16,"Whirlwind Issue #5 features poetry, fiction, and art about poverty and what it means for human beings around the world.",False,326,Literary Journals,18.0,publishing,US,USD,250.0,True,False,successful,450.0,international,1,2,2,14,7,2015,2,2,4,8,2015,22,1,13,7,2015,1,True,0,21,180.0
149,Elizabeth Cipriani,834780582,1,You ARE worth healthy food consumption.Support local farmers and steer clear of pesticides and GMO's,False,312,Restaurants,10.0,food,US,USD,40000.0,False,False,failed,1.0,international,0,16,3,6,8,2014,16,4,4,9,2014,16,2,5,8,2014,1,False,1,28,0.0025
150,Dylan & Dakota PF,389412365,76,"A sick woman’s brain, mind, and soul are transplanted into a cybernetic body.  Follow her as she struggles to discover who she is.",False,301,Science Fiction,11.0,film & video,US,USD,8000.0,True,True,successful,8636.66,international,1,14,4,10,12,2015,14,6,9,1,2016,22,7,25,10,2015,1,True,45,30,107.95824999999999
151,Poppel,1730169383,190,"Poppel er et trykt magasin, som begiver sig ud i forgreningerne af de kulturelle fænomener, der præger vores liv i dag.",False,359,Print,13.0,journalism,DK,DKK,20000.0,True,False,successful,3741.1710700000003,international,1,14,1,11,5,2015,14,3,10,6,2015,10,1,11,5,2015,1,True,0,30,18.705855350000004
152,Estefanía Lens Araujo,1422595846,29,"Os presento 2018. Mi segunda agenda, que es más que una agenda, pues para mí es una representación impresa de lo que me gusta hacer.",False,27,Graphic Design,7.0,design,ES,EUR,600.0,True,False,successful,767.70839619,domestic,1,21,2,31,10,2017,22,6,25,11,2017,19,1,30,10,2017,1,True,1,25,127.951399365
153,Ella Morton,1150100426,113,A sailing journey through the Svalbard Archipelago to create experimental photographic and video works of the Arctic landscape.,False,276,Fine Art,15.0,photography,CA,CAD,8000.0,True,True,successful,5875.3373183926005,international,1,16,4,28,1,2016,16,6,27,2,2016,4,5,27,11,2015,1,True,62,30,73.4417164799075
154,Jacob Dench,173804960,17,"OTTAVIA, a suspended tree-house for Terni Art Festival Italy. Help Chris and Jacob travel to Italy to realise this radical architecture",False,53,Public Art,1.0,art,NZ,NZD,1200.0,True,False,successful,886.6379355,international,1,8,1,1,8,2016,3,6,27,8,2016,10,7,31,7,2016,1,True,0,25,73.886494625
155,Thomas Peak,1286844978,515,"The first comprehensive book of drawings by the legendary Illustrator Bob Peak with over 300 of his greatest drawings from Movies, etc.",False,45,Art Books,18.0,publishing,US,USD,27000.0,True,True,successful,35752.0,domestic,1,17,7,19,4,2015,17,1,8,6,2015,2,5,17,4,2015,1,True,2,50,132.4148148148148
156,Orlando Escobar (deleted),1518004312,1,"Help us print our 1st issue, lets make it something big. Ayudanos a imprimir nuestra 1ra edicion, va a ser algo grande.",False,49,Periodicals,18.0,publishing,US,USD,35000.0,False,False,failed,50.0,international,0,8,7,26,2,2012,7,2,27,3,2012,6,1,20,2,2012,1,False,6,29,0.14285714285714285
